total_markets,active_markets,liquid_markets_10k,total_volume_usd,total_liquidity_usd,top10_volume_share,top20_volume_share,top50_volume_share,top10_liquidity_share,collected_at
5000,5000,1434,2885228933.567703,264047557.60641,11.594223846521688,20.73823625752468,40.871325731233874,13.079035883072917,2026-02-06T13:54:33.619927
