total_sampled_balance,holder_count,top5_share,top10_share,top20_share,top5_balance,top10_balance,collected_at
44744811.70387039,62,89.7552135983016,95.2320988410978,98.80211016976028,40160801.318966724,42611423.308092944,2026-02-06T14:22:11.766830
