market_id,resolution,resolution_binary,volume,category,closed_time,price_t0,price_t1d,price_t7d,price_t30d
248308,No,0,22657.365708999998,,2023-03-02 07:17:20+00,0.01,0.01,0.02,0.07
248309,Yes,1,2349.808721,,2023-01-20 08:00:30+00,0.82,0.93,0.32,
248311,No,0,427620.44492200005,,2023-07-01 06:17:32+00,0.0005,0.001,0.009,0.014
248312,Yes,1,15625.883962000002,,2023-07-01 06:18:44+00,0.995,0.995,0.87,0.87
248315,No,0,39467.00206499999,,2023-04-01 20:20:41+00,0.06,0.05,0.07,0.23
248316,Yes,1,97672.91063700001,,2023-07-01 06:18:08+00,0.995,0.995,0.95,0.97
248323,No,0,66.511665,,2023-01-05 07:15:27+00,,,,
248324,Yes,1,519.786604,,2023-01-26 15:46:12+00,0.55,0.55,0.78,
248330,No,0,7709.790915,,2023-05-29 13:47:47+00,0.13,0.13,0.135,0.235
248331,No,0,5108.387779,,2023-05-29 13:48:23+00,0.495,0.495,0.495,0.45
248332,Yes,1,2917.2296100000003,,2023-05-29 13:47:25+00,0.955,0.875,0.82,0.94
248334,No,0,2489.77,,2023-01-07 07:15:30+00,0.45,,,
248335,No,0,413.381696,,2023-01-07 07:45:46+00,0.5,,,
248336,Yes,1,89.969998,,2023-01-11 06:30:44+00,0.78,0.78,,
248337,No,0,177.509998,,2023-01-11 06:15:36+00,0.5,0.75,,
248338,No,0,108.351427,,2023-01-11 05:00:32+00,0.18,0.18,,
248339,Yes,1,141.319998,,2023-01-11 05:15:32+00,0.86,0.86,,
248356,Yes,1,3257.8622299999997,,2023-01-28 21:00:38+00,0.95,0.94,0.91,
248357,No,0,2248.9229459999997,,2023-01-28 21:01:06+00,0.01,0.01,0.01,
248358,No,0,2984.6267510000007,,2023-01-28 21:01:20+00,0.07,0.07,0.11,
248362,No,0,7109.833846,,2023-04-01 07:51:06+00,0.02,0.02,0.02,0.22
248363,No,0,37275.565939,,2023-01-29 17:01:01+00,0.25,0.1,0.06,
248364,No,0,52726.569370000005,,2023-04-01 13:21:34+00,0.03,0.02,0.04,0.02
248365,Yes,1,63212.698701,,2023-05-24 20:49:02+00,0.995,0.965,0.98,0.665
248367,No,0,1040.417947,,2023-02-02 06:16:58+00,0.03,0.03,0.02,
248368,Yes,1,48970.116824000004,,2023-02-18 00:32:23+00,0.96,0.95,0.98,0.16
248376,Yes,1,139.216128,,2023-01-27T00:00:00Z,0.5,0.5,0.8,
248383,Yes,1,53511.570984,,2023-03-13 05:48:35+00,0.92,0.92,0.86,0.75
248384,No,0,10787.303384,,2023-03-13 05:48:19+00,0.04,0.04,0.05,0.06
248385,No,0,26212.476426,,2023-07-01 06:02:49+00,0.02,0.005,0.02,0.005
248386,No,0,16828.324548,,2023-03-13 05:48:57+00,0.02,0.02,0.02,0.07
248393,No,0,10780.029987,,2023-01-23 05:00:35+00,0.09,0.09,,
248395,Yes,1,24809.868368000003,,2023-02-13 06:17:29+00,0.5,0.46,0.46,
248410,No,0,616.31,,2023-01-23 01:15:33+00,0.22,0.22,,
248427,No,0,64846.726475999996,,2023-02-13 06:02:14+00,0.76,0.55,0.54,
248428,No,0,24500.943076,,2023-01-30 01:15:42+00,0.01,0.22,0.19,
248429,No,0,1268.5576700000001,,2023-01-30 05:16:10+00,0.53,0.26,0.1,
248430,No,0,3016.02,,2023-01-22 06:15:36+00,0.03,0.5,,
248431,No,0,999.76,,2023-01-22 02:45:36+00,0.25,0.5,,
248442,No,0,29617.824140999997,,2023-04-02 07:06:19+00,0.03,0.03,0.07,0.09
248444,No,0,768347.25602,,2023-05-31 18:48:40+00,0.0005,0.0005,0.003,0.0075
248451,Yes,1,338254.27912099997,,2023-04-01 19:05:29+00,0.9,0.9,0.51,0.99
248453,No,0,269.40740400000004,,2023-03-03 16:20:39+00,0.01,0.25,0.03,0.03
248480,No,0,7749.874325,,2023-03-02 08:02:36+00,0.09,0.15,0.14,0.35
248481,No,0,28043.266803,,2023-04-05 16:35:03+00,0.38,0.69,0.61,0.4
248482,No,0,3315.565123,,2023-03-03 19:42:41+00,0.5,0.5,0.2,0.19
248484,Yes,1,186.852139,,2023-02-14 15:47:16+00,0.54,0.54,0.5,
248485,Yes,1,399.675366,,2023-02-14 15:48:14+00,0.5,0.5,0.5,
248486,Yes,1,16833.777602000002,,2023-02-14 15:46:56+00,0.56,0.57,0.43,
248487,No,0,248.91945199999998,,2023-02-14 15:47:32+00,0.49,0.5,0.11,
248488,Yes,1,7181.667565,,2023-04-01 08:05:32+00,0.99,0.99,0.99,0.97
248505,No,0,4465.913030000001,,2023-02-10 19:01:53+00,0.07,0.07,,
248507,Yes,1,29198.551063,,2023-04-04 15:50:41+00,1.0,0.9,0.95,0.28
248509,Yes,1,828643.8758619999,,2023-06-01 18:02:57+00,0.9995,0.999,0.9935,0.9855
248510,No,0,212.03105,,2023-02-08 09:32:32+00,0.25,0.25,0.6,
248522,No,0,3695.555269,,2023-02-15 22:49:19+00,0.1,0.5,0.05,
248523,No,0,1853.476595,,2023-02-15 22:47:31+00,0.03,0.03,0.5,
248524,No,0,19167.918031,,2023-02-15 22:48:43+00,0.05,0.05,0.14,
248525,Yes,1,9045.123396,,2023-02-12 02:32:36+00,0.5,0.81,0.49,
248558,No,0,3425.914833,,2023-02-15 22:48:15+00,0.02,0.02,0.01,
248559,No,0,1464.154084,,2023-02-15 23:03:03+00,0.1,0.5,0.01,
248560,No,0,13617.525638000001,,2023-03-13 05:49:29+00,0.03,0.03,0.05,0.16
248561,No,0,33210.563391,,2023-03-13 15:09:53+00,0.04,0.04,0.04,0.03
248562,Yes,1,6777.861707999999,,2023-03-13 05:33:36+00,0.54,0.54,0.43,0.57
248563,No,0,29991.057264,,2023-03-22 20:06:18+00,0.02,0.02,0.02,0.01
248564,No,0,119684.59246,,2023-03-22 20:34:06+00,0.24,0.24,0.13,0.01
248565,No,0,131282.01265800002,,2023-03-22 20:34:20+00,0.03,0.03,0.04,0.1
248566,Yes,1,173828.11650799998,,2023-03-22 20:34:40+00,0.75,0.75,0.85,0.89
248578,No,0,14993.187248,,2023-02-10 19:17:49+00,0.22,0.22,0.5,
248579,No,0,463.71448,,2023-04-21 01:20:02+00,0.005,0.005,0.01,0.02
248580,Yes,1,29225.881638000003,,2023-02-04 21:46:02+00,0.15,,,
248593,No,0,173.33333199999998,,2023-02-12 18:45:47+00,0.5,0.5,,
248594,No,0,35102.732603000004,,2023-05-02 06:05:32+00,0.02,0.02,0.02,0.08
248595,Yes,1,215.282305,,2023-02-08 07:15:55+00,0.5,0.5,,
248596,Yes,1,4820090.913746,,2023-05-29 04:48:39+00,0.9985,0.8975,0.864,0.4825
248598,No,0,1206.036509,,2023-02-13 13:00:55+00,0.5,0.08,,
248600,Yes,1,107.31576799999999,,2023-02-13 12:46:22+00,0.74,0.45,,
248602,No,0,626.88481,,2023-02-13 11:15:57+00,0.5,0.3,,
248603,Yes,1,216.70388100000002,,2023-02-13 13:02:31+00,0.5,0.44,,
248604,No,0,1237.404134,,2023-02-13 07:16:15+00,0.04,0.04,,
248606,No,0,5596.564808,,2023-02-08 05:46:10+00,,,,
248608,No,0,1379.2492240000001,,2023-02-08 05:31:03+00,,,,
248609,No,0,12848.89947,,2023-02-08 05:31:11+00,,,,
248610,No,0,3853.793702,,2023-02-08 05:31:24+00,,,,
248611,Yes,1,4872.629779999999,,2023-02-08 04:31:07+00,,,,
248612,No,0,2249.465834,,2023-02-08 05:31:36+00,,,,
248613,No,0,4582.980879,,2023-02-08 05:46:02+00,,,,
248640,No,0,18630.841572,,2023-02-13 13:01:19+00,0.5,0.43,,
248641,No,0,195.763476,,2023-02-13 11:16:11+00,0.5,0.14,,
248642,Yes,1,11021.424819,,2023-02-13 10:46:04+00,0.5,0.34,,
248644,No,0,1297.6313930000001,,2023-02-13 09:16:06+00,0.5,0.48,,
248645,No,0,982.583944,,2023-02-13 07:16:39+00,0.5,0.14,,
248646,No,0,205.677839,,2023-02-13 08:01:24+00,0.5,0.6,,
248647,No,0,223.166912,,2023-02-13 11:16:21+00,0.5,0.42,,
248648,No,0,1392.7853830000001,,2023-02-13 11:16:33+00,0.5,0.22,,
248650,Yes,1,201.846967,,2023-02-13 13:17:58+00,0.5,0.3,,
248657,No,0,5064.735462000001,,2023-07-01 06:16:16+00,0.01,0.01,0.025,0.02
248658,No,0,7660.1769269999995,,2023-02-18 07:17:40+00,0.32,0.11,0.53,
248659,Yes,1,948.006447,,2023-02-08 13:32:23+00,,,,
248661,No,0,8193.373849,,2023-04-01 08:06:30+00,0.01,0.02,0.03,0.12
248705,No,0,19365.930526,,2023-05-03 01:20:11+00,0.005,0.005,0.015,0.61
248706,No,0,349.60813,,2023-02-13 07:01:38+00,0.5,0.5,,
248707,Yes,1,338.480504,,2023-02-13 07:02:48+00,0.5,0.55,,
248708,No,0,26999.1,,2023-02-13 11:46:19+00,0.01,0.01,,
248709,No,0,1725.7243260000002,,2023-02-13 13:01:55+00,0.4,0.57,,
248710,No,0,42729.726815999995,,2023-02-22 01:01:37+00,0.01,0.03,0.2,
248723,No,0,1077.378441,,2023-02-13 15:15:39+00,0.06,,,
248724,Yes,1,2436.708073,,2023-02-14 02:01:43+00,1.0,,,
248734,No,0,7558.251854,,2024-01-01 07:48:04+00,0.05,0.05,0.0505,0.025
248735,No,0,174.283515,,2024-01-01 08:02:40+00,0.0255,0.0255,0.0255,0.025
248736,No,0,53.57332,,2024-01-01 08:17:26+00,0.0255,0.0255,0.0255,0.025
248737,No,0,697.893944,,2024-01-01 08:16:06+00,0.0255,0.0255,0.0255,0.025
248738,No,0,18054.50553,,2023-02-24 19:02:51+00,0.05,0.02,0.14,
248739,No,0,1465.7044720000001,,2023-02-25 23:47:22+00,0.12,0.13,0.16,
248757,No,0,980.302672,,2023-03-14 14:48:56+00,0.13,0.15,0.5,
248758,No,0,3153.049771,,2023-03-14 14:48:44+00,0.31,0.21,0.5,
248759,No,0,918.460315,,2023-03-14 14:48:06+00,0.05,0.05,0.03,
248760,Yes,1,1545.856918,,2023-03-18 02:19:58+00,0.86,0.86,0.76,0.5
248761,Yes,1,444.69360900000004,,2023-04-26 20:20:04+00,0.975,0.91,0.9,0.91
248762,Yes,1,6087.440308,,2023-02-15 23:51:15+00,0.4,,,
248776,No,0,540.646403,,2023-02-16 07:16:56+00,0.03,,,
248777,No,0,1424.049388,,2023-02-22 00:00:28+00,0.5,0.42,,
248778,Yes,1,2616.048098,,2023-02-22 00:00:36+00,0.5,0.45,,
248780,Yes,1,508.70063700000003,,2023-02-23 01:00:39+00,0.6,0.5,,
248792,No,0,123.677879,,2023-02-18 23:46:42+00,0.37,0.38,,
248797,No,0,119.065573,,2023-02-20 02:31:23+00,0.5,0.5,,
248798,Yes,1,9342.492214,,2023-03-03 16:21:15+00,0.98,0.98,0.99,
248810,No,0,40175.179848,,2023-05-01 20:19:32+00,0.01,0.01,0.01,0.03
248811,No,0,22476.655944000002,,2023-03-07 03:01:39+00,0.01,0.01,0.01,
248812,Yes,1,120728.043122,,2023-03-15 19:18:40+00,1.0,0.78,0.35,
248814,Yes,1,15060.814543999999,,2023-05-01 06:05:21+00,0.99,0.99,0.99,0.95
248815,Yes,1,39498.069659999994,,2023-04-03 01:35:52+00,1.0,0.99,0.76,0.58
248816,No,0,18.09986,,2023-02-17 07:01:58+00,0.5,,,
248817,No,0,27.725559,,2023-02-18 07:03:06+00,0.5,0.5,,
248818,No,0,78.300465,,2023-02-19 21:01:17+00,0.49,0.5,,
248820,Yes,1,54131.612616000006,,2023-04-01 20:05:27+00,0.65,0.3,0.28,0.3
248822,No,0,5131.361761,,2023-02-25 19:33:33+00,0.02,0.18,0.51,
248823,No,0,8623.498811000001,,2023-03-02 02:18:47+00,0.01,0.01,0.02,
248824,No,0,5848.183223,,2024-01-01 08:32:44+00,0.0505,0.0505,0.0505,0.0345
248825,No,0,2331.1648969999997,,2023-02-25 19:31:55+00,0.5,0.15,0.5,
248826,Yes,1,6117.8595270000005,,2023-03-13 04:19:10+00,0.92,0.92,0.94,
248827,Yes,1,727.2895040000001,,2023-03-13 05:33:22+00,0.63,0.63,0.49,
248828,No,0,1467.949944,,2023-03-13 05:33:00+00,0.35,0.35,0.48,
248830,Yes,1,2729.504706,,2023-02-28 01:02:35+00,0.99,1.0,0.8,
248831,No,0,63118.173929000004,,2023-07-01 06:03:39+00,0.005,0.005,0.02,0.015
248833,Yes,1,2229.4137220000002,,2023-04-28 02:21:28+00,0.735,0.475,0.475,0.33
248834,No,0,3371.254898,,2023-02-25 19:32:19+00,0.2,0.1,0.5,
248836,No,0,272977.912644,,2024-01-01 07:20:07+00,0.006,0.006,0.006,0.0295
248837,Yes,1,10462.889597000001,,2023-02-28 01:03:33+00,1.0,1.0,,
248838,Yes,1,6802.543002,,2023-02-28 01:01:59+00,1.0,1.0,,
248839,No,0,1725.28528,,2023-03-13 15:10:11+00,0.44,0.44,0.45,
248840,No,0,6871.855353000001,,2023-05-30 04:48:22+00,0.24,0.3,0.045,0.395
248841,No,0,2274.941247,,2023-04-27 06:49:56+00,0.11,0.115,0.215,0.24
248842,No,0,1062.659662,,2023-05-12 06:50:53+00,0.155,0.155,0.105,0.17
248843,Yes,1,100072.29544599999,,2023-06-13 05:02:08+00,0.97,0.975,0.705,0.3
248844,Yes,1,1018.502969,,2023-05-21 02:04:31+00,0.965,0.965,0.935,0.675
248845,No,0,2931.888467,,2023-05-21 02:03:37+00,0.035,0.035,0.07,0.35
248847,No,0,2293.8,,2023-05-21 02:03:23+00,0.005,0.005,0.005,0.005
248849,Yes,1,94332.029358,,2024-01-16 10:47:49+00,0.9875,0.9785,0.947,0.905
248850,No,0,7709.188443000001,,2023-04-01 19:06:55+00,0.03,0.03,0.03,0.03
248855,No,0,346.69458,,2023-03-07 03:31:43+00,0.5,0.5,0.5,
248877,No,0,214872.731662,,2024-07-16 09:14:23+00,0.0055,0.0055,0.0055,0.039
248879,No,0,29.081058000000002,,2023-02-25 01:16:01+00,0.5,,,
248880,No,0,0.0,,2023-02-25 19:31:29+00,0.5,,,
248881,Yes,1,0.0,,2023-02-25 19:33:45+00,0.5,,,
248882,Yes,1,0.0,,2023-02-25 19:34:07+00,0.5,,,
248883,Yes,1,0.0,,2023-02-25 19:46:45+00,0.5,,,
248884,Yes,1,0.0,,2023-02-25 21:31:36+00,0.5,,,
248885,No,0,0.0,,2023-02-25 23:45:54+00,0.5,,,
248886,Yes,1,85.571895,,2023-02-26 18:01:01+00,0.5,0.5,,
248890,Yes,1,5477607.912173,,2023-03-23 23:20:14+00,0.98,0.99,0.47,
248892,Yes,1,22598.073302999997,,2023-04-26 17:05:05+00,0.99,0.99,0.99,0.53
248893,Yes,1,51976.251492999996,,2023-06-10 23:02:40+00,0.8,0.8,0.82,0.58
248894,No,0,762.335192,,2023-04-20 06:05:01+00,0.01,0.04,0.05,0.2
248895,No,0,168.910539,,2023-04-20 01:51:11+00,0.01,0.02,0.14,
248896,No,0,3172.551767,,2023-05-17 23:04:30+00,0.2,0.175,0.17,0.2
248901,Yes,1,13895.459666,,2023-04-05 14:51:01+00,0.36,0.3,0.39,0.65
248902,No,0,6069.654141999999,,2023-02-26 01:01:20+00,0.5,,,
248926,Yes,1,1019.464164,,2023-03-07 14:32:42+00,0.75,0.5,0.5,
248927,No,0,559.3943469999999,,2023-03-08 17:30:58+00,0.25,0.5,0.56,
248928,No,0,281.359336,,2023-03-07 23:48:40+00,0.25,0.5,0.5,
248929,No,0,160.861181,,2023-03-07 21:34:27+00,0.5,0.5,0.5,
248930,No,0,122.25422,,2023-03-07 19:32:36+00,0.5,0.5,0.5,
248931,No,0,204.590898,,2023-03-07 16:46:48+00,0.16,0.16,0.5,
248938,Yes,1,0.0,,2023-03-02 01:32:20+00,0.5,0.5,,
248939,Yes,1,0.0,,2023-03-02 01:32:32+00,0.5,0.5,,
248957,No,0,3893.5305999999996,,2023-03-31 20:21:24+00,0.13,0.5,0.43,0.69
248962,Yes,1,189.9923,,2023-03-05 05:45:56+00,0.4,0.4,,
248963,Yes,1,475.0,,2023-03-05 08:15:51+00,0.4,0.45,,
248964,Yes,1,0.0,,2023-03-04 16:46:00+00,0.5,0.5,,
248965,Yes,1,0.0,,2023-03-04 19:31:11+00,0.5,0.5,,
248966,Yes,1,0.0,,2023-03-04 19:31:23+00,0.5,0.5,,
248967,Yes,1,0.0,,2023-03-04 19:31:35+00,0.5,0.5,,
248968,No,0,0.0,,2023-03-04 19:46:15+00,0.5,0.5,,
248969,Yes,1,0.0,,2023-03-04 19:31:49+00,0.5,0.5,,
248970,No,0,0.0,,2023-03-04 22:46:07+00,0.5,0.5,,
248971,Yes,1,130.07108,,2023-03-05 19:31:02+00,0.78,0.5,,
248972,Yes,1,10352.094046999999,,2023-03-05 18:46:06+00,0.7,0.58,,
248973,Yes,1,170.630768,,2023-03-05 19:31:12+00,0.52,0.45,,
248974,Yes,1,6885.8123,,2023-03-07 01:45:33+00,1.0,1.0,,
248975,Yes,1,6436.450994000001,,2023-03-07 01:45:43+00,1.0,1.0,,
248976,No,0,70896.675995,,2023-04-01 20:35:11+00,0.01,0.01,0.02,
248977,No,0,71747.559301,,2023-04-01 07:52:00+00,0.04,0.05,0.1,
248984,No,0,0.0,,2023-03-05 18:01:20+00,0.5,0.5,,
248986,Yes,1,0.0,,2023-03-07 01:30:41+00,0.5,0.5,,
248988,Yes,1,0.0,,2023-03-05 20:31:16+00,0.5,0.5,,
249005,Yes,1,410.805409,,2023-03-14 01:30:38+00,0.99,0.99,0.75,
249006,Yes,1,3017.69967,,2023-03-14 01:30:48+00,0.99,0.94,0.5,
249007,No,0,613.850299,,2023-03-14 02:15:38+00,0.5,0.5,0.5,
249008,Yes,1,8001.141496,,2023-03-27 14:43:18+00,0.98,0.54,0.72,
249009,No,0,29314.661819999998,,2023-04-26 17:05:33+00,0.005,0.005,0.01,0.6
249010,No,0,2004.711782,,2023-05-14 06:34:23+00,0.495,0.495,0.085,0.15
249011,Yes,1,3324.362632,,2023-05-14 06:34:39+00,0.595,0.595,0.6,0.5
249012,No,0,216.11356300000003,,2023-05-14 06:36:05+00,0.495,0.495,0.06,0.06
249013,No,0,1835.719967,,2023-05-14 06:34:07+00,0.135,0.135,0.23,0.15
249014,No,0,163.113463,,2023-05-14 06:20:19+00,0.495,0.495,0.055,0.06
249015,No,0,1250.0,,2023-05-14 06:33:53+00,0.22,0.22,0.015,0.06
249016,Yes,1,21138.397258,,2023-03-08 00:31:54+00,0.5,0.7,,
249017,Yes,1,12392.905474,,2023-03-08 00:32:10+00,0.5,0.53,,
249018,No,0,1538.518435,,2023-03-09 01:02:05+00,0.5,0.5,,
249019,Yes,1,3814.548761,,2023-03-09 01:02:15+00,0.5,0.53,,
249037,No,0,80204.207834,,2023-06-02 06:17:32+00,0.01,0.01,0.02,0.025
249042,No,0,0.0,,2023-03-12 04:01:41+00,0.53,0.53,,
249044,No,0,115.52905999999999,,2023-05-14 06:35:47+00,0.495,0.495,0.055,0.06
249045,No,0,127.716839,,2023-05-14 06:20:31+00,0.045,0.045,0.045,0.06
249046,No,0,20.0,,2023-03-11 16:48:51+00,0.5,0.5,,
249047,Yes,1,0.0,,2023-03-11 19:01:57+00,0.5,0.5,,
249048,No,0,0.0,,2023-03-11 19:02:09+00,0.5,0.5,,
249049,Yes,1,0.0,,2023-03-11 19:02:17+00,0.5,0.5,,
249050,Yes,1,0.0,,2023-03-11 19:02:29+00,0.5,0.5,,
249051,Yes,1,0.0,,2023-03-11 21:47:01+00,0.5,0.5,,
249052,Yes,1,0.0,,2023-03-12 18:01:55+00,0.5,0.5,,
249053,No,0,0.0,,2023-03-12 18:02:03+00,0.5,0.5,,
249054,No,0,0.0,,2023-03-12 18:02:11+00,0.5,0.5,,
249055,Yes,1,0.0,,2023-03-12 20:47:00+00,0.5,0.5,,
249076,Yes,1,0.0,,2023-03-16 03:04:13+00,0.5,0.5,,
249077,Yes,1,0.0,,2023-03-16 02:01:53+00,0.5,0.5,,
249079,Yes,1,5271.343105999999,,2023-04-15 07:20:53+00,0.98,0.99,0.98,0.43
249080,No,0,8984.341437,,2023-06-01 08:32:17+00,0.005,0.005,0.005,0.055
249081,No,0,5406.198235000001,,2023-04-21 01:19:36+00,0.495,0.52,0.12,0.22
249083,Yes,1,25369.744647999996,,2023-03-18 01:31:02+00,0.99,0.95,0.14,
249084,Yes,1,921.826349,,2023-05-01 06:06:25+00,0.99,0.99,0.985,0.74
249092,No,0,106144.737798,,2023-07-01 06:19:22+00,0.005,0.005,0.005,0.03
249093,No,0,19845.282791999998,,2023-04-01 14:36:00+00,0.01,0.01,0.01,
249094,Yes,1,1155.436992,,2023-03-10 19:17:50+00,,,,
249128,No,0,21920.877916999998,,2023-03-14 06:03:48+00,0.03,0.42,,
249129,Yes,1,23701.166963,,2023-04-25 14:36:21+00,0.935,0.955,0.63,0.78
249130,Yes,1,2663.4358089999996,,2023-03-13 01:32:35+00,0.17,0.17,,
249131,Yes,1,52917.764399,,2023-03-14 00:17:11+00,0.99,0.42,,
249132,Yes,1,1578.1889899999999,,2023-03-11 20:02:48+00,0.05,,,
249134,Yes,1,4255.168768,,2023-03-14 00:02:21+00,0.99,0.74,,
249136,Yes,1,31257.263563,,2023-03-13 16:04:09+00,0.9,0.9,,
249137,Yes,1,19354.116794999998,,2023-03-13 09:33:07+00,0.96,0.96,,
249162,No,0,23754.015959,,2023-03-18 10:01:56+00,0.01,0.05,,
249163,No,0,1692.941022,,2023-04-01 07:50:20+00,0.01,0.01,0.01,
249164,No,0,1164870.5058680002,,2023-09-30 20:20:39+00,0.0015,0.0015,0.0015,0.005
249166,No,0,3822.99981,,2023-03-18 08:17:04+00,0.01,0.01,,
249167,No,0,7111.3918650000005,,2023-03-18 06:31:58+00,0.01,0.01,,
249168,No,0,1210.0,,2023-03-18 10:02:06+00,0.01,0.01,,
249169,Yes,1,0.0,,2023-03-15 08:02:37+00,0.5,,,
249170,No,0,0.0,,2023-03-15 08:02:53+00,0.5,,,
249171,Yes,1,0.0,,2023-03-16 00:02:36+00,0.5,0.5,,
249172,Yes,1,0.0,,2023-03-16 00:02:48+00,0.5,0.5,,
249173,No,0,16204.996867,,2023-03-18 06:17:00+00,0.01,0.01,,
249174,Yes,1,49334.610045,,2023-03-26 02:00:11+00,0.59,0.23,0.69,
249177,No,0,1024.999883,,2023-03-25 03:30:36+00,0.5,0.5,0.5,
249178,Yes,1,5928.224544000001,,2023-03-17 00:32:30+00,1.0,0.44,,
249179,No,0,356.933332,,2023-03-26 00:15:19+00,0.38,0.38,0.5,
249180,No,0,16.245,,2023-04-02 02:36:27+00,0.48,0.48,0.48,
249181,No,0,0.0,,2023-04-04 05:51:03+00,0.48,0.48,0.48,
249182,Yes,1,25.0,,2023-04-01 21:06:00+00,0.57,0.57,0.75,
249183,Yes,1,67.33332899999999,,2023-04-04 05:51:31+00,0.47,0.47,0.47,
249184,No,0,15.80645,,2023-04-02 05:51:01+00,0.48,0.48,0.48,
249185,Yes,1,88839.17619299999,,2023-03-19 20:48:06+00,0.83,0.7,,
249252,No,0,2083.516481,,2023-03-21 01:03:29+00,0.01,0.45,,
249271,Yes,1,217504.794637,,2023-03-30 18:21:02+00,0.99,0.99,0.94,
249274,Yes,1,892786.538001,,2023-03-30 18:20:34+00,1.0,0.95,0.7,
249278,Yes,1,137.366665,,2023-03-25 08:16:37+00,0.5,0.5,0.5,
249317,No,0,2.0,,2023-03-19 02:19:07+00,0.26,0.26,,
249335,Yes,1,88.0,,2023-03-19 21:18:47+00,0.59,0.63,,
249336,No,0,882.964659,,2023-03-19 21:18:57+00,0.57,0.63,,
249337,Yes,1,7.584743,,2023-03-19 21:33:46+00,0.3,0.51,,
249338,Yes,1,27.5,,2023-03-21 01:03:53+00,1.0,0.97,,
249339,Yes,1,60.0,,2023-03-21 01:18:31+00,1.0,0.55,,
249340,Yes,1,3910.190345,,2023-04-12 14:51:15+00,0.53,0.97,0.94,
249341,No,0,1812.252768,,2023-04-12 14:49:31+00,0.86,0.86,0.87,
249342,No,0,3724.899227,,2023-04-12 14:50:43+00,0.43,0.45,0.45,
249343,No,0,722.6639270000001,,2023-04-12 14:49:55+00,0.12,0.11,0.09,
249345,Yes,1,26302.591324999998,,2023-03-24 15:32:33+00,0.95,0.71,,
249373,No,0,379670.31953,,2023-06-18 06:31:33+00,0.005,0.005,0.005,0.005
249403,No,0,30610.514288,,2023-03-22 07:18:40+00,0.14,0.14,,
249404,No,0,1117.220761,,2023-04-08 06:16:40+00,0.03,0.18,0.26,
249407,No,0,8225.486104,,2023-07-01 06:17:54+00,0.08,0.005,0.005,0.005
249408,Yes,1,216.514207,,2023-03-27 23:50:59+00,1.0,1.0,,
249409,Yes,1,6023.627700999999,,2023-03-27 23:51:25+00,0.94,0.94,,
249410,No,0,3639.941391,,2023-03-27 23:51:17+00,0.05,0.17,,
249411,No,0,87202.742926,,2023-03-30 18:15:50+00,0.01,0.01,0.02,
249412,Yes,1,58214.846177,,2023-06-20 15:46:13+00,0.05,0.04,0.085,0.145
249413,No,0,135.0,,2023-04-01 08:00:26+00,0.12,0.13,0.13,
249414,No,0,100.0,,2023-04-01 09:45:24+00,0.06,0.08,0.14,
249415,No,0,2208.119255,,2023-05-02 06:04:18+00,0.045,0.495,0.205,
249487,No,0,135254.650122,,2023-05-01 07:20:01+00,0.005,0.005,0.015,0.44
249488,No,0,12449.146824000001,,2023-03-25 06:19:20+00,0.01,0.01,,
249492,No,0,32464.297002,,2023-03-23 06:25:55+00,0.01,,,
249495,No,0,9782.958393,,2023-05-03 20:04:49+00,0.01,0.01,0.005,0.04
249497,No,0,59840.957104,,2023-05-03 20:05:03+00,0.04,0.04,0.11,0.46
249498,Yes,1,161929.810726,,2023-05-03 20:06:25+00,0.955,0.955,0.885,0.57
249499,No,0,17386.70661,,2023-05-03 20:04:19+00,0.01,0.01,0.01,0.03
249523,No,0,46497.354781999995,,2023-03-31 11:31:54+00,0.42,0.47,0.5,
249525,Yes,1,16873.961407000003,,2023-04-26 14:49:47+00,0.755,0.755,0.96,
249526,Yes,1,720.6567229999999,,2023-04-29 18:20:03+00,0.7,0.7,0.5,0.5
249527,No,0,21985.429206,,2023-03-30 18:17:04+00,0.01,0.01,,
249551,Yes,1,29453.845314,,2023-03-31 11:32:22+00,0.92,0.74,,
249552,Yes,1,16772.386518,,2023-03-31 16:47:10+00,0.97,0.91,,
249557,No,0,0.0,,2023-03-26 05:34:27+00,0.19,,,
249576,No,0,22255.188204000002,,2023-05-01 06:34:18+00,0.015,0.015,0.015,0.03
249579,No,0,34249.598942,,2023-04-08 06:47:16+00,0.16,0.5,0.68,
249611,No,0,3327.95804,,2023-03-29 07:03:54+00,0.01,0.5,,
249612,No,0,5200.0,,2023-03-29 18:33:45+00,0.23,0.35,,
249613,No,0,3431.481379,,2023-05-01 06:20:22+00,0.005,0.005,0.035,0.08
249696,No,0,47790.309179,,2023-04-22 10:34:54+00,0.105,0.125,0.84,
249700,Yes,1,195617.445707,,2023-05-12 12:20:38+00,0.505,0.03,0.045,0.05
249701,No,0,16905.906956,,2023-06-02 06:04:07+00,0.005,0.005,0.015,0.05
249702,Yes,1,797.374054,,2023-04-13 16:21:29+00,0.16,0.23,0.26,
249703,Yes,1,41736.522748,,2023-04-03 01:33:28+00,1.0,1.0,,
249754,Yes,1,7354.706819999999,,2023-05-16 16:33:59+00,0.865,0.745,0.105,0.13
249757,Yes,1,130.0,,2023-04-05 15:03:01+00,0.98,0.98,,
249758,No,0,115.0,,2023-04-05 15:03:17+00,0.02,0.02,,
249759,No,0,619.0,,2023-04-05 15:03:09+00,0.02,0.5,,
249760,Yes,1,741.0101,,2023-04-07 14:32:43+00,0.97,0.97,0.5,
